Id,date,ticker,SF1,SF2,SF3,SF4,SF5,SF6,SF7,alpha
4098,31/08/18,$TMO,-1.276341283,-0.525151658,0.006401381,2.105198486,0.919375742,-0.89017359,-2.372498805,2
4099,01/10/18,$PFE,-0.222364224,1.248921732,-0.028204972,0.225047918,0.208434506,0.820614921,-0.320604343,2
4100,29/10/18,$SYMC,0.616358004,-1.922350608,-0.699561319,0.830546545,1.02498581,-0.459735933,0.230576162,3
4101,16/08/18,$BDX,-0.315757594,0.210052133,-0.164155055,-0.009214214,0.517023623,0.979529706,-0.224861651,2
4102,24/08/18,$kss,-0.030455153,0.955190008,-0.123961833,-0.328479259,0.239915162,0.087922796,0.203648501,2
4103,11/07/18,$QCOM,-1.065121496,-1.049830694,-0.31692954,-0.078178432,1.280529479,0.087661611,-0.794787973,3
4104,18/09/18,$FII,0.321620959,-1.007916661,-0.072029102,-0.985625364,-0.122868351,0.03684596,0.889192191,2
4105,12/07/18,$lrcx,-0.303229106,-0.18488931,-0.15951911,-0.007592054,0.50023864,-0.085974615,-0.216180254,2
4106,31/10/18,$AAP,0.785571883,-0.166963886,0.9504085,1.277357531,-2.262920365,-0.400511889,-0.33826482,4
4107,09/08/18,$KIM,0.53243518,0.401942786,0.124350745,-1.101407945,-0.644397943,0.580254415,1.088623598,2
4108,03/10/18,$EA,-0.93095198,-1.59314026,0.011691255,1.482561024,0.653649746,0.114205757,-1.700723498,2
4109,16/08/18,$KMX,-0.177497176,0.397465667,-0.807393986,-1.273752332,1.603087181,-0.22688326,0.826861813,4
4110,31/10/18,$UAA,0.142107929,0.896522261,-0.116263664,1.40463185,0.223800491,1.632950224,-0.684590377,3
4111,28/10/18,$SLB,1.661937714,0.915509793,0.588973718,-0.133497463,-2.197581837,0.036700658,1.367208612,1
4112,22/08/18,$AIZ,0.460875294,0.434854911,0.129076238,1.8215302,-0.427797753,-0.235589912,-0.723009611,3
4113,20/07/18,$FFIV,-0.196291386,-0.283986382,-0.540796186,-0.462725474,1.146523589,1.454624901,0.25291684,3
4114,25/08/18,$REGN,-1.011883313,-0.424934422,-1.117313647,0.255240869,2.82451497,-0.116405835,-0.72998982,4
4115,10/07/18,$SPY,-1.062284151,0.385862687,0.223613937,0.987403571,0.293291504,0.268678807,-1.576675563,2
4116,17/08/18,$MUR,2.201459381,1.047085496,-0.662618659,-1.015873582,-0.156593726,-0.517629246,2.705471732,3
4117,08/09/18,$CBS,1.475884451,0.103399312,-0.326347409,-0.920540522,-0.349083012,-1.185630515,1.924920997,2
4118,04/09/18,$FCX,0.928164024,-0.264369839,1.138379748,0.19967545,-2.784765075,0.541337284,0.379276703,1
4119,19/07/18,$NTRS,1.01779402,-0.138934402,0.0995917,0.05349385,-0.82960006,-0.068883235,0.827472027,2
4120,14/08/18,$CI,-1.195840581,2.837115234,0.129114356,-1.108740653,0.431280703,-0.169772349,-0.413730967,3
4121,12/07/18,$TMUS,0.302081742,1.022074868,-0.047524061,-0.065930212,-0.101356831,-0.498927316,0.31549518,1
4122,14/08/18,$VRSK,0.242980103,1.578752536,0.075200018,0.319436945,-0.279100913,0.030937195,0.000152746,3
4123,10/08/18,$OLN,-0.798733641,0.452001345,-0.069340549,0.541522243,0.670000135,0.421755948,-1.000727833,2
4124,03/09/18,$CVX,1.60583261,-2.065777505,0.13208389,-0.079892668,-1.270354196,1.766803895,1.410619822,2
4125,05/09/18,$BAX,-0.325593926,0.534376924,-0.222708636,0.966916336,0.697486868,-0.27429737,-0.801253113,1
4126,04/07/18,$EBAY,0.042999983,-0.196001523,-0.08289007,-0.484832094,0.10422281,-0.844554503,0.349959547,2
4127,22/10/18,$WPX,-0.164860111,0.177355445,-0.165787148,-0.062024763,0.422163431,0.844419799,-0.061393265,2
4128,19/09/18,$msft,-0.310703083,1.242803252,-0.055826077,0.414869191,0.329382708,-2.112792844,-0.503555857,2
4129,27/07/18,$EXPE,-0.328243594,0.077296788,-0.42797028,0.590772776,1.075122978,0.035297566,-0.522754075,4
4130,08/10/18,$TAP,0.636262641,-1.38406481,-0.271024214,0.255067234,0.143350692,0.116141376,0.475446198,1
4131,31/10/18,$JNJ,-1.489928618,0.230770176,0.524090664,-1.112995214,-0.152538802,-1.320001713,-0.774847408,3
4132,10/07/18,$ARNC,-0.217844247,1.517112426,-0.511513589,0.718134372,1.176166098,-0.607107773,-0.480019505,4
4133,14/09/18,$jpm,0.376917125,-0.310092851,-0.125342238,-1.634612705,-0.094053322,1.835329127,1.339983612,2
4134,12/07/18,$KO,0.980474555,0.397129326,-0.395039791,-0.88795427,0.097672686,-1.538103148,1.492592537,2
4135,01/07/18,$T,0.294741819,1.209608539,-0.47085849,-0.7262032,0.685808461,0.156426951,0.819174749,3
4136,01/10/18,$DVN,0.09966093,0.411463019,0.054753007,-0.358989583,-0.191298669,-0.980777081,0.286598251,2
4137,16/10/18,$WFC,0.33386841,-2.476046254,-0.181488828,0.441783384,0.170662813,-1.076345544,0.07601169,3
4138,23/07/18,$EXPD,-1.013808348,-0.732275698,-0.770963786,-0.350810943,2.114556467,0.876214843,-0.463484729,4
4139,11/10/18,$FCX,2.13378849,-0.579250407,-1.920194855,-2.344841613,2.249732574,0.124173598,3.783534871,4
4140,09/07/18,$GPS,-1.057998828,-1.090680595,1.095580884,-1.321018607,-1.5482515,1.452955864,-0.429730672,1
4141,17/10/18,$BLL,-0.724031211,0.815991716,-0.188179758,0.443421907,0.848164259,-0.462342719,-0.844648382,2
4142,17/08/18,$ARE,1.739534659,1.384894142,-1.531047564,-2.203077262,1.749191893,0.834051396,3.249429538,1
4143,19/07/18,$RHI,-1.339905333,0.333841921,-1.65503382,-0.248699522,4.045235401,-0.231728814,-0.568008377,4
4144,09/10/18,$ABT,-1.95944446,-0.662287811,0.873965131,1.125234596,-0.399711286,1.774370535,-2.617578838,4
4145,31/10/18,$SCG,1.702953681,0.906176202,-0.522602805,-1.370464673,-0.137798425,-0.740411923,2.445192743,2
4146,05/10/18,$CFG,0.803127112,2.158875447,-0.024763945,-2.089161534,-0.585477673,1.396507653,1.95570436,2
4147,09/10/18,$ORCL,-0.556845479,0.808202201,-0.702710334,-0.963828022,1.656887294,-0.259203873,0.282590108,2
4148,08/08/18,$CCL,0.030187449,-1.817443785,-0.227586984,-0.245369004,0.408529014,-0.074916508,0.234970554,2
4149,10/10/18,$DF,-0.630275349,0.619438006,0.667760519,2.49783678,-0.748454849,0.099582662,-2.224528096,1
4150,31/07/18,$C,-1.000013333,1.016925254,-0.052706223,1.243463966,0.807484913,-0.470104214,-1.600367182,2
4151,30/07/18,$K,0.120077408,0.414448907,-0.069884221,-0.320794807,0.040668727,-2.082443555,0.315459927,1
4152,22/07/18,$GS,0.986015894,-0.616370429,-0.074241414,-0.276369533,-0.491937315,-0.421535429,1.044368065,2
4153,20/08/18,$ESS,1.067553748,-0.735170636,0.441459229,-0.686079815,-1.571560792,-1.171140768,1.22006832,1
4154,04/09/18,$nwsa,-0.830233398,-0.070269674,-0.46966876,-0.424985225,1.408642452,0.90902957,-0.341215743,2
4155,12/10/18,$whr,0.296563893,0.585938878,-0.173761648,-1.362735186,0.067410603,1.422886028,1.1205759,2
4156,23/10/18,$CAT,-0.733514946,-0.479861022,0.075228239,-2.637329466,0.151162766,-0.630986609,0.917796981,3
4157,26/07/18,$SLG,1.213749381,0.528660054,-0.250987583,-0.687821041,-0.316636,0.767632343,1.536901184,2
4158,22/10/18,$CXO,-0.948835827,-0.606752984,-0.059290364,0.025800424,0.712810551,1.056563439,-0.825793222,1
4159,18/09/18,$MKC,1.089791453,-0.205188244,-0.396796663,-0.924681275,0.030163914,-0.425523165,1.610256929,2
4160,23/08/18,$ADSK,0.665254354,0.66942263,-0.522371295,-0.787712922,0.549507316,1.112636448,1.192719624,3
4161,02/08/18,$CBOE,0.053412264,-0.389725776,0.362275217,-1.034936732,-0.802223606,-0.048630996,0.56686095,1
4162,14/07/18,$SCG,0.791218304,-1.310352897,0.86922558,1.61139256,-2.087893574,0.620117388,-0.51101695,2
4163,23/10/18,$MAT,-0.666827373,-0.419005015,0.077233627,0.573169021,0.304023201,0.025430806,-0.944643821,2
4164,01/10/18,$MGM,-1.594450764,0.146535861,0.02535235,2.396300007,1.100306561,1.067172467,-2.828839107,2
4165,14/09/18,$celg,-0.945084927,-0.119039743,-0.265650322,0.00709445,1.110678882,1.383199919,-0.755179472,2
4166,30/08/18,$CVS,-0.600383938,0.54610503,-0.025764961,0.654842328,0.467686388,-0.07668391,-0.907580028,2
4167,06/09/18,$PBCT,1.207279314,0.355652308,-1.488489551,1.254603759,2.214619368,1.281505882,0.706410034,1
4168,17/09/18,$ALXN,0.00725328,-0.394549453,-1.056715423,-0.761436082,2.003701764,1.680931907,0.749261091,2
4169,25/07/18,$MGM,1.408086878,-0.023556792,-0.975781931,-0.249744627,0.998185023,0.613984946,1.64144651,1
4170,26/07/18,$DIS,0.030932227,0.244021262,0.004304493,-1.004111222,-0.089925769,1.719110647,0.626264337,2
4171,07/07/18,$CINF,-1.201541135,0.920141936,-0.475104789,-0.314855811,1.659219826,1.169502345,-0.729031181,2
4172,07/07/18,$AIG,0.845549342,-0.54448939,-0.423067842,-0.377865588,0.268485574,0.248182635,1.077641441,1
4173,24/10/18,$SVU,1.708574052,-0.951734236,0.034240807,-0.664868072,-1.180762144,1.011338216,1.876576553,1
4174,30/07/18,$NE,-0.014902308,-0.107719049,-0.302178235,-0.230670031,0.582839961,0.783509053,0.207203478,4
4175,05/07/18,$NFLX,0.482975224,-0.153037642,0.280818839,1.983551876,-0.726799939,1.260538113,-0.8419493,3
4176,21/09/18,$KMI,-0.424389278,0.57780309,0.582985433,1.464665184,-0.776789151,1.036166129,-1.404245739,2
4177,30/08/18,$VZ,1.05630198,0.136153615,-0.346210802,1.538335637,0.105197476,-1.030552363,0.094353072,3
4178,22/10/18,$GOOGL,0.375325297,2.130418824,-0.513514311,-0.913531746,0.706577507,-1.629642014,1.013005536,2
4179,28/09/18,$SBUX,1.418852123,1.078309991,-0.342041345,2.688874822,-0.05941533,-0.622737791,-0.2790368,3
4180,20/09/18,$ALK,0.891606294,-0.175006181,-0.869068548,-0.901630955,1.074649621,-0.681214886,1.552365667,4
4181,09/10/18,$ADM,-0.643502525,1.813621971,-1.067578126,-0.112168183,2.473692259,0.189374303,-0.202918061,4
4182,05/09/18,$SBUX,-1.332501751,0.577414079,0.042685208,0.730592683,0.799021163,1.23658395,-1.609232979,2
4183,01/09/18,$BHGE,1.271410124,0.79966507,-1.196225974,1.563188043,1.624968068,-2.100624259,0.498190777,1
4184,23/09/18,$NFLX,0.020570337,-0.235065264,-0.040005655,-1.278198223,-0.014191121,1.023366725,0.793210291,1
4185,09/08/18,$ATVI,-1.494253451,0.475866431,-0.794565528,-0.083772523,2.478716369,-0.038405529,-1.035259171,4
4186,07/09/18,$FTR,-0.404491072,-0.834534414,-0.964467605,-2.818825293,1.955563522,0.969170231,1.595886456,4
4187,12/07/18,$SCHW,0.765248866,-0.507699405,-0.680946542,-1.365540489,0.759394132,1.352125762,1.668536861,2
4188,24/09/18,$CTL,0.953864164,-0.756069108,-0.26935349,-0.637780792,-0.114603152,0.470443482,1.285596289,2
4189,12/09/18,$FTR,-0.824563369,1.703744861,0.474759343,0.882170763,-0.351005296,-1.363324502,-1.375019991,3
4190,22/10/18,$GT,0.615911069,0.922645883,-0.172719931,-1.811919561,-0.162965406,-0.533500044,1.667092201,2
4191,17/08/18,$CDNS,-1.418231128,0.128464752,1.949984405,-2.250766798,-3.041404686,1.74125565,-0.42001782,1
4192,23/07/18,$JNPR,0.023603582,0.394290647,-0.593413576,-0.772861186,1.091579121,1.392068028,0.644250954,4
4193,19/09/18,$LUV,0.746817088,-0.32196802,-0.092572011,-0.457783152,-0.317285389,1.429764921,0.949489878,4
4194,01/08/18,$EQIX,0.865576043,0.827589377,0.196685939,0.156901687,-0.916459054,-0.409105485,0.606615076,4
4195,15/08/18,$TRIP,-0.284546703,0.154571575,-0.11520623,-0.081565152,0.397737762,-0.760047115,-0.16772777,2
4196,06/08/18,$PRU,-0.293001527,-1.976662784,-0.041126296,0.119442654,0.271394986,-0.667566793,-0.315462235,2
4197,23/07/18,$ZBH,0.101923033,0.698608064,-0.075992802,-1.093566253,0.016138125,-1.202183704,0.763451577,2
4198,24/07/18,$MA,0.364847141,-0.786468647,-0.077710313,-1.488793275,-0.17009753,-0.11826755,1.229302251,2
4199,10/07/18,$celg,0.18586638,-0.987833064,-0.021905488,2.790219098,0.098517457,-0.073171328,-1.500779924,3
4200,18/07/18,$LRCX,0.383008346,0.817707245,-0.391369418,-0.253374915,0.505019615,-0.253952656,0.591661317,4
4201,26/07/18,$LCC,-0.310395022,0.071610872,0.740598861,-1.39052634,-1.33160551,0.285970549,0.35965631,1
4202,19/10/18,$ADI,0.433329229,0.3008877,-0.43812537,-0.285991234,0.562341732,3.308140559,0.667724163,4
4203,26/07/18,$TAP,0.059304149,0.435787212,0.243654521,-0.27268626,-0.528037587,-0.425120918,0.148424101,3
4204,29/10/18,$FLR,0.111796158,1.277527752,0.395226693,-1.469050178,-0.929842278,-0.459524044,0.86836387,1
4205,02/07/18,$UTX,-0.006968059,-1.337095815,-0.093666223,0.024126104,0.188054767,-0.390334758,0.004992871,2
4206,30/08/18,$goog,-0.110209712,0.46942171,-0.066450504,-0.286526252,0.180735978,1.105586374,0.093436301,2
4207,28/07/18,$URBN,-1.418099448,-0.358858357,0.327180056,1.503531102,0.347244362,0.329831119,-2.223460673,1
4208,14/09/18,$DISCA,0.152453087,-2.179574394,0.591665882,1.542567073,-1.151123664,-1.311042564,-0.950727835,1
4209,11/10/18,$TRV,0.450287204,0.05075846,1.027909644,0.848509305,-2.229631677,0.376198176,-0.394946177,1
4210,14/10/18,$JNJ,-1.704697652,0.898530476,0.486514584,0.500473526,0.155258488,1.321769959,-1.916607152,4
4211,29/10/18,$T,-1.215720163,1.220363366,0.883218193,1.484844681,-0.86253528,-1.258953035,-2.187322307,4
4212,21/09/18,$MA,0.747783037,-1.381656691,-0.361909782,-0.961684461,0.174806867,-1.415891417,1.32497967,4
4213,18/08/18,$INTU,-1.872354072,0.005266243,0.190616824,3.883857898,1.045427264,-1.351232243,-4.005496046,2
4214,02/08/18,$NKE,0.674229926,0.587363237,0.094380443,0.61163601,-0.569163754,-0.606389451,0.195835529,3
4215,12/07/18,$ULTA,1.226055469,0.106233242,0.707362249,0.093286202,-2.140077957,-0.139528142,0.819683229,4
4216,04/10/18,$ISRG,-0.27446201,-0.569876155,0.151602395,-0.084681944,-0.127745837,0.063860671,-0.229689817,2
4217,29/10/18,$GOOGL,1.125158893,-0.757679881,-0.070947699,-0.312803523,-0.587983118,0.876129013,1.186463257,2
4218,18/09/18,$UDR,0.570287455,-0.077083284,0.433994101,-0.496808805,-1.233035065,1.470418567,0.675757497,1
4219,04/08/18,$BDX,0.772131433,-1.046026477,-0.395364906,-0.819229607,0.233401618,-0.324836528,1.270100647,2
4220,16/08/18,$WEC,-0.555210701,-2.246798172,-0.112696182,-0.078521326,0.563027269,-1.78732124,-0.405997557,2
4221,04/10/18,$JNPR,1.113828581,-0.636094501,0.69582618,0.717166247,-2.008557371,-1.755335686,0.351964687,3
4222,16/08/18,$CAH,0.003825048,-0.581502752,-0.028570129,0.141992433,0.061953703,0.949792397,-0.073809107,2
4223,18/10/18,$TAP,-0.280592428,-0.029281189,0.08203299,-0.093990297,0.010844565,-1.637510368,-0.210530203,2
4224,30/08/18,$ALGN,0.362066798,0.260095478,-0.372479434,0.132583354,0.505309651,0.432152972,0.337463213,1
4225,01/09/18,$M,-0.673570932,2.077875654,-0.031333996,0.177809472,0.49496628,-0.59545179,-0.684533759,2
4226,20/09/18,$XLNX,-2.63883794,0.110352258,0.716317747,1.393418358,0.350189827,0.083469585,-3.326855779,1
4227,28/09/18,$DE,0.868756528,-1.519984701,-1.509184792,-2.501152089,2.235094045,0.412193085,2.663232534,1
4228,01/08/18,$UAA,0.187177744,1.547884617,-0.214185352,-0.277545362,0.281877671,0.941708333,0.387314915,2
4229,10/10/18,$ALL,-0.303669032,0.951606477,-0.052943556,-0.204341161,0.281046248,-0.510728005,-0.127904904,2
4230,12/10/18,$XYL,-0.838609762,-1.116030731,0.018470799,0.58524473,0.526950646,-0.474368233,-1.085507439,2
4231,10/07/18,$CERN,-0.67835217,-1.453935118,-1.061204341,-1.616173699,2.390124329,0.008720225,0.66443607,2
4232,08/10/18,$WFC,-0.606526498,1.184881514,-1.511074993,-2.02345516,3.194839451,2.531465946,1.092998521,4
4233,10/08/18,$CELG,0.539953574,-0.392820827,0.637078569,2.546297212,-1.420709688,1.18105721,-1.225811734,3
4234,02/07/18,$LDOS,-0.424562544,-0.421465559,0.72290837,-1.500183361,-1.232281432,1.208579505,0.330601684,1
4235,27/08/18,$HPQ,-0.699012296,-0.398694688,-0.60719813,-0.731453053,1.574772632,1.205655191,-0.006207686,2
4236,04/09/18,$GD,-0.104706362,0.497673321,-0.970556948,-1.633295028,1.852487802,-0.008135794,1.149689758,2
4237,13/07/18,$fb,1.113554485,0.12128544,0.206550157,0.229353239,-1.086899011,-1.256390576,0.77660791,2
4238,27/09/18,$CBOE,-1.427756344,0.280884735,-0.02116824,2.077493102,1.066378167,1.499462028,-2.480319765,2
4239,22/08/18,$CB,-0.285070023,-0.685712804,0.238274148,0.469357912,-0.25538507,-0.403450991,-0.593851495,1
4240,05/10/18,$KO,0.184587362,-0.915132484,-0.412658285,-1.848813737,0.572326468,-0.454386544,1.378742285,3
4241,09/08/18,$DVN,-0.854514716,1.215299358,-0.400234438,-0.694731008,1.272148232,-1.639122597,-0.219945633,3
4242,31/07/18,$pnr,0.359683712,1.87306254,-0.013411622,0.052536636,-0.196552908,-1.00439268,0.285539734,2
4243,12/10/18,$PLD,1.842810139,-1.26321423,-0.483899963,-1.348125122,-0.299528499,-1.530440062,2.543124492,2
4244,14/10/18,$UNH,1.156802239,-0.689947361,0.748099592,-0.886173984,-2.236423556,1.341915847,1.33402223,4
4245,26/07/18,$PHM,-1.01040969,1.209957507,-0.018477692,1.539230453,0.765737599,-0.296018668,-1.795616349,2
4246,06/08/18,$AIV,0.942042197,1.333961779,0.170860752,1.114465757,-0.85500307,0.724085378,0.107595358,4
4247,24/07/18,$KLAC,1.968865827,-1.978969877,-0.500156423,-1.535519064,-0.358669314,-0.644803549,2.76941928,1
4248,29/10/18,$COST,-1.171202125,-0.623884639,-0.030305581,1.61703873,0.894539132,0.312758956,-1.978990309,2
4249,06/07/18,$ABC,-0.197870369,0.375102721,-0.445504571,-0.591429287,0.954204579,-0.8090115,0.302577515,2
4250,03/07/18,$SYK,-1.871962285,2.040385849,0.149051658,-0.146903659,0.8766334,0.824648835,-1.583314217,1
4251,13/08/18,$ANDV,-0.010235129,1.519251394,0.185815874,-0.875534895,-0.409165867,-0.941625177,0.464114649,1
4252,24/09/18,$CI,-1.00797245,0.382859595,-0.382195353,-0.197097752,1.364226235,0.292402279,-0.65612794,2
4253,20/07/18,$JCP,0.561448004,0.87330742,0.077858283,0.627846915,-0.465194539,0.489474748,0.092396711,3
4254,24/10/18,$BSX,1.268153315,0.037833033,0.368294152,1.429611373,-1.424328328,-0.612561201,0.149462003,3
4255,24/09/18,$FL,-0.118183086,0.799176464,-0.075595867,-0.381797875,0.197636956,-1.637243209,0.145955402,2
4256,21/09/18,$wynn,0.743817157,-0.522926548,-0.245180735,-0.519835045,-0.022408391,0.125568171,1.02551741,2
4257,17/07/18,$BKNG,1.029184938,0.093920941,0.014048754,0.885167404,-0.61891019,-0.13783799,0.363305981,3
4258,09/09/18,$AGN,0.883230107,-2.592895918,0.798294713,-1.11654978,-2.176500057,-0.514790766,1.219834709,1
4259,20/10/18,$GE,0.707708268,-0.614046992,0.002770579,-0.03164321,-0.451804216,-0.323804737,0.634630761,2
4260,20/09/18,$VRTX,1.145815269,-0.041247803,0.054317301,-0.606356833,-0.862766019,0.05860176,1.345920786,1
4261,05/10/18,$PSX,-0.562161637,-0.342858606,0.504912908,-0.89077204,-0.684146943,2.115811892,-0.09437823,1
4262,18/09/18,$CTSH,0.936070376,-0.019407629,-0.151803974,-0.402126341,-0.317487866,-0.913567857,1.097177127,2
4263,16/09/18,$CPB,-0.790303621,-0.478080155,0.979064574,-1.253992682,-1.485592729,0.25898433,-0.204924783,1
4264,27/07/18,$amat,0.482914394,0.015837906,-0.731812675,-0.383831199,1.096385283,-0.077161373,0.849352992,1
4265,03/07/18,$USB,-1.039320543,-0.56660459,0.658813995,1.400458271,-0.542061202,-0.522309434,-1.922130304,1
4266,09/10/18,$AAP,0.301458605,-0.887048066,0.03876867,0.564546609,-0.229800216,-0.697675966,-0.085577693,4
4267,21/10/18,$JCP,0.485538636,-0.582367545,-0.096923577,0.405665994,-0.091308364,1.817095691,0.206712014,1
4268,26/07/18,$GWW,-1.576387439,-0.223335116,0.05614162,2.057571371,1.008117483,-0.602279689,-2.618912934,1
4269,03/10/18,$CTXS,0.327917953,-0.30912582,-0.456834018,-1.474396231,0.591401941,-0.012470555,1.291700893,1
4270,06/07/18,$AVP,-1.6808009,0.156867386,0.598297467,-0.671249609,-0.14967078,-1.128371447,-1.225483336,3
4271,30/07/18,$EW,0.132344819,-0.24366544,0.460903645,-0.328656147,-0.999933252,-1.239518987,0.186396139,4
4272,09/07/18,$AON,1.685578958,-1.532102601,-1.129027045,0.836592771,1.189198266,-0.93348378,1.275199658,3
4273,29/10/18,$RE,0.118822149,1.959621044,-0.07547315,0.015662425,0.073145367,-0.717823458,0.114674946,2
4274,10/08/18,$DVN,1.234428649,1.029819475,0.537759431,0.735822303,-1.775694298,0.420126755,0.488875401,4
4275,04/08/18,$UPS,1.496459657,-1.926263055,0.387809342,0.250625005,-1.678615325,-0.425674515,1.048093972,1
4276,01/08/18,$CMS,-0.381348718,1.397463394,0.105677316,0.438087228,0.061053483,-1.998956987,-0.622930288,2
4277,15/10/18,$SEE,0.819448605,1.192585541,0.228391534,-0.052120131,-0.962091805,-1.088324974,0.682808474,3
4278,24/07/18,$CI,-0.195534194,0.08044161,-0.085847951,-0.534075599,0.25673429,-0.988241029,0.172434597,2
4279,15/09/18,$DFS,0.880405503,-0.513140072,-0.083017438,-1.473030873,-0.482582396,-0.400250115,1.670405812,2
4280,05/10/18,$SWKS,-0.241995282,0.028771895,-0.460865642,0.665076349,1.08953765,-0.022370542,-0.48310976,4
4281,13/08/18,$TMK,0.230032006,0.375811484,-0.020207017,-0.888514887,-0.160136624,-0.248073978,0.737233746,2
4282,17/10/18,$CTXS,0.119912235,0.569154799,-0.055853055,-1.031132003,-0.030469443,0.782276858,0.736302706,2
4283,13/07/18,$SNPS,-1.119042976,-0.482616625,0.858991035,1.483420113,-0.876215824,-1.079809621,-2.095664813,4
4284,12/08/18,$aal,-0.794858434,-0.543757952,0.468957752,2.372428238,-0.266169946,-0.851142152,-2.238789444,3
4285,21/10/18,$AVY,-0.876076049,-1.188949911,-0.362010553,-0.203230895,1.241752182,-1.558768047,-0.543062739,2
4286,02/10/18,$CF,-1.134534944,1.479940333,0.21856546,-1.236066926,0.210914017,-0.678625448,-0.308527947,3
4287,07/07/18,$TRIP,-0.249006951,-0.929452645,-0.082437268,0.635167227,0.356026752,0.641457162,-0.57431785,3
4288,20/08/18,$GILD,0.734206792,-0.471957625,0.163771349,0.268750508,-0.763015005,-0.845509625,0.434251921,2
4289,07/10/18,$IBM,-0.141155856,0.103093931,-0.070179708,-0.570205486,0.189872372,1.360321514,0.2371446,4
4290,02/09/18,$GOOGL,-0.257913275,-0.707093162,-0.075473796,-0.456489115,0.280532013,0.437242061,0.068875708,2
4291,25/10/18,$CA,-0.456138369,-0.195099214,-0.192287649,-0.016888534,0.659430649,0.300990337,-0.334897042,2
4292,23/07/18,$DE,1.006493786,1.034807768,-0.291972529,0.042740145,-0.061554822,0.338778275,0.930621793,3
4293,05/10/18,$AMG,1.366816189,1.393010413,0.355251978,-0.210648727,-1.562410607,1.635164676,1.21988313,4
4294,09/10/18,$LM,-0.390956017,-0.360312273,-1.20526731,-0.461983501,2.561256047,0.274976768,0.263739238,4
4295,04/10/18,$INTC,1.75550421,0.195261491,-0.225504592,0.765477962,-0.616516966,-0.413337502,1.132749788,3
4296,21/09/18,$TRV,-0.711203111,-0.681409406,0.24224078,-0.935615847,-0.082408383,1.674628737,-0.125900499,3
4297,02/07/18,$MNK,1.123259239,-0.653921147,-0.82569799,-0.712791426,0.856492045,0.375677782,1.629415485,4
4298,31/10/18,$EMN,0.075564865,0.684117632,0.113983419,0.156211792,-0.259495227,-0.128261562,-0.05861772,2
4299,17/07/18,$DAL,0.173048224,-0.554886601,0.127758335,0.837050385,-0.305384671,0.56151757,-0.384615997,1
4300,27/07/18,$QEP,0.115233799,0.429015107,-0.241970462,-0.302517189,0.37955864,-0.016423993,0.34714248,2
4301,18/07/18,$UPS,0.459853759,-0.129048153,0.104933284,-1.683105089,-0.597038289,0.042458709,1.378558841,2
4302,26/07/18,$NTRS,-0.082385428,-1.374565249,0.116492478,-0.193396184,-0.186810194,0.133608409,0.012191364,1
4303,28/08/18,$CMG,0.182510241,0.328845732,-0.632830958,-1.078825763,1.049520088,0.649134556,0.976373404,2
4304,08/08/18,$HST,-0.048257746,-0.103861735,0.045793745,0.398548598,-0.034105032,-0.570752079,-0.292843472,4
4305,18/07/18,$unp,1.578155172,2.211589967,-0.096226887,-4.068410885,-1.055675814,-0.835398873,3.833910313,2
4306,15/10/18,$AVP,0.933199547,-1.58731091,0.008385977,-1.57853522,-0.700050769,1.08650493,1.754613121,2
4307,23/10/18,$CCL,0.597860828,-0.228615569,-1.0574492,-1.39888507,1.594772844,0.755643338,1.645134918,4
4308,07/09/18,$AMG,-0.220090737,0.345314034,-0.426281243,-1.091959522,0.899799886,1.460051978,0.577324225,3
4309,13/07/18,$csco,-0.788528168,-1.476228565,-0.121591893,1.41320581,0.819156038,0.198606305,-1.49891391,3
4310,23/07/18,$MSFT,-1.539624745,0.191027606,0.261937015,0.383532779,0.481168995,-0.319264464,-1.641765718,3
4311,11/07/18,$nflx,1.367715711,-1.399332761,-0.21257612,1.459350327,-0.355191457,-0.983791553,0.376483109,3
4312,13/07/18,$C,0.012004585,0.626859161,-0.040189061,-0.724581725,0.025798885,0.215679624,0.454717872,2
4313,04/09/18,$ESV,0.793237434,1.339351927,-0.660403323,-1.336355162,0.703664748,0.671669394,1.66987226,2
4314,28/08/18,$PLD,0.3387195,1.21637678,-0.081883814,-1.518406022,-0.147403294,-0.397955011,1.225388532,2
4315,07/08/18,$CELG,-0.224355645,1.283750031,-0.166164031,0.27922198,0.48137496,-0.906673555,-0.317192122,4
4316,25/08/18,$HAL,-1.790569178,-1.807903057,0.182247863,2.467652145,0.922717959,-0.387436127,-3.085040469,2
4317,21/08/18,$AMZN,-0.464974276,1.304585567,1.049343585,2.86395662,-1.571814846,-0.308850221,-2.403337262,3
4318,13/09/18,$NLSN,0.581663787,0.331697999,-0.048279824,-1.947370938,-0.391880855,1.143957919,1.684399285,2
4319,19/10/18,$ADSK,0.215064253,0.803073574,-0.837841724,-0.777052698,1.446504057,-2.598283889,0.880052335,1
4320,25/09/18,$AAPL,-1.540114199,1.78212196,0.084871196,-1.805400523,0.690443725,1.53890148,-0.28495005,3
4321,10/09/18,$CB,-0.54346164,-0.917990249,0.018579289,0.633324397,0.344354487,1.223195753,-0.85719651,2
4322,24/07/18,$XOM,0.790675971,-0.730776498,0.470443152,-0.373096138,-1.434685185,0.541104477,0.783826914,4
4323,03/10/18,$AET,-0.430877333,1.304291275,0.486226085,1.085737276,-0.607957604,1.758223541,-1.156953336,4
